,Unnamed: 0,db,spectra,filepath,filename,adjusted_unique_filename,oulucasia-patient,oulucasia-emotion,filetype,race,expression,valence,arousal,expression_name,casia-session,casia-patient,casia-img_id,buaa-patient,buaa-image_type,customdb-patient,new_filetype,split
4446,8472,oulucasia,nir,data/B_OriginalImg/NI/Strong/P010/Disgust/004.jpeg,004.jpeg,oulucasia-P010-Disgust-004.jpg,P010,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
4447,8473,oulucasia,nir,data/B_OriginalImg/NI/Strong/P010/Disgust/002.jpeg,002.jpeg,oulucasia-P010-Disgust-002.jpg,P010,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
4448,8474,oulucasia,nir,data/B_OriginalImg/NI/Strong/P010/Disgust/007.jpeg,007.jpeg,oulucasia-P010-Disgust-007.jpg,P010,Disgust,jpeg,cauca,5.0,-0.6,0.35,Disgust,,,,,,,jpg,train
4449,8475,oulucasia,nir,data/B_OriginalImg/NI/Strong/P010/Disgust/005.jpeg,005.jpeg,oulucasia-P010-Disgust-005.jpg,P010,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
4450,8476,oulucasia,nir,data/B_OriginalImg/NI/Strong/P010/Disgust/001.jpeg,001.jpeg,oulucasia-P010-Disgust-001.jpg,P010,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
4451,8477,oulucasia,nir,data/B_OriginalImg/NI/Strong/P010/Fear/004.jpeg,004.jpeg,oulucasia-P010-Fear-004.jpg,P010,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
4452,8478,oulucasia,nir,data/B_OriginalImg/NI/Strong/P010/Fear/000.jpeg,000.jpeg,oulucasia-P010-Fear-000.jpg,P010,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
4453,8479,oulucasia,nir,data/B_OriginalImg/NI/Strong/P010/Fear/010.jpeg,010.jpeg,oulucasia-P010-Fear-010.jpg,P010,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
4454,8480,oulucasia,nir,data/B_OriginalImg/NI/Strong/P010/Fear/013.jpeg,013.jpeg,oulucasia-P010-Fear-013.jpg,P010,Fear,jpeg,cauca,4.0,-0.64,0.6,Fear,,,,,,,jpg,train
4455,8481,oulucasia,nir,data/B_OriginalImg/NI/Strong/P010/Fear/009.jpeg,009.jpeg,oulucasia-P010-Fear-009.jpg,P010,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
4456,8482,oulucasia,nir,data/B_OriginalImg/NI/Strong/P010/Happiness/010.jpeg,010.jpeg,oulucasia-P010-Happiness-010.jpg,P010,Happiness,jpeg,cauca,1.0,0.81,0.51,Happy,,,,,,,jpg,train
4457,8483,oulucasia,nir,data/B_OriginalImg/NI/Strong/P010/Happiness/009.jpeg,009.jpeg,oulucasia-P010-Happiness-009.jpg,P010,Happiness,jpeg,cauca,1.0,0.81,0.51,Happy,,,,,,,jpg,train
4458,8484,oulucasia,nir,data/B_OriginalImg/NI/Strong/P010/Happiness/007.jpeg,007.jpeg,oulucasia-P010-Happiness-007.jpg,P010,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
4459,8485,oulucasia,nir,data/B_OriginalImg/NI/Strong/P010/Happiness/005.jpeg,005.jpeg,oulucasia-P010-Happiness-005.jpg,P010,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
4460,8486,oulucasia,nir,data/B_OriginalImg/NI/Strong/P010/Happiness/004.jpeg,004.jpeg,oulucasia-P010-Happiness-004.jpg,P010,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
4461,8487,oulucasia,nir,data/B_OriginalImg/NI/Strong/P010/Sadness/010.jpeg,010.jpeg,oulucasia-P010-Sadness-010.jpg,P010,Sadness,jpeg,cauca,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
4462,8488,oulucasia,nir,data/B_OriginalImg/NI/Strong/P010/Sadness/004.jpeg,004.jpeg,oulucasia-P010-Sadness-004.jpg,P010,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
4463,8489,oulucasia,nir,data/B_OriginalImg/NI/Strong/P010/Sadness/006.jpeg,006.jpeg,oulucasia-P010-Sadness-006.jpg,P010,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
4464,8490,oulucasia,nir,data/B_OriginalImg/NI/Strong/P010/Sadness/001.jpeg,001.jpeg,oulucasia-P010-Sadness-001.jpg,P010,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
4465,8491,oulucasia,nir,data/B_OriginalImg/NI/Strong/P010/Sadness/008.jpeg,008.jpeg,oulucasia-P010-Sadness-008.jpg,P010,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
4466,8492,oulucasia,nir,data/B_OriginalImg/NI/Strong/P010/Surprise/006.jpeg,006.jpeg,oulucasia-P010-Surprise-006.jpg,P010,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
4467,8493,oulucasia,nir,data/B_OriginalImg/NI/Strong/P010/Surprise/016.jpeg,016.jpeg,oulucasia-P010-Surprise-016.jpg,P010,Surprise,jpeg,cauca,3.0,0.4,0.67,Surprise,,,,,,,jpg,train
4468,8494,oulucasia,nir,data/B_OriginalImg/NI/Strong/P010/Surprise/013.jpeg,013.jpeg,oulucasia-P010-Surprise-013.jpg,P010,Surprise,jpeg,cauca,3.0,0.4,0.67,Surprise,,,,,,,jpg,train
4469,8495,oulucasia,nir,data/B_OriginalImg/NI/Strong/P010/Surprise/008.jpeg,008.jpeg,oulucasia-P010-Surprise-008.jpg,P010,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
4470,8496,oulucasia,nir,data/B_OriginalImg/NI/Strong/P010/Surprise/015.jpeg,015.jpeg,oulucasia-P010-Surprise-015.jpg,P010,Surprise,jpeg,cauca,3.0,0.4,0.67,Surprise,,,,,,,jpg,train
4471,8497,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Anger/013.jpeg,013.jpeg,oulucasia-P011-Anger-013.jpg,P011,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
4472,8498,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Anger/011.jpeg,011.jpeg,oulucasia-P011-Anger-011.jpg,P011,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
4473,8499,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Anger/015.jpeg,015.jpeg,oulucasia-P011-Anger-015.jpg,P011,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
4474,8500,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Anger/000.jpeg,000.jpeg,oulucasia-P011-Anger-000.jpg,P011,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
4475,8501,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Anger/016.jpeg,016.jpeg,oulucasia-P011-Anger-016.jpg,P011,Anger,jpeg,cauca,6.0,-0.51,0.59,Anger,,,,,,,jpg,train
4476,8502,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Disgust/020.jpeg,020.jpeg,oulucasia-P011-Disgust-020.jpg,P011,Disgust,jpeg,cauca,5.0,-0.6,0.35,Disgust,,,,,,,jpg,train
4477,8503,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Disgust/009.jpeg,009.jpeg,oulucasia-P011-Disgust-009.jpg,P011,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
4478,8504,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Disgust/024.jpeg,024.jpeg,oulucasia-P011-Disgust-024.jpg,P011,Disgust,jpeg,cauca,5.0,-0.6,0.35,Disgust,,,,,,,jpg,train
4479,8505,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Disgust/007.jpeg,007.jpeg,oulucasia-P011-Disgust-007.jpg,P011,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
4480,8506,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Disgust/022.jpeg,022.jpeg,oulucasia-P011-Disgust-022.jpg,P011,Disgust,jpeg,cauca,5.0,-0.6,0.35,Disgust,,,,,,,jpg,train
4481,8507,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Fear/006.jpeg,006.jpeg,oulucasia-P011-Fear-006.jpg,P011,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
4482,8508,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Fear/004.jpeg,004.jpeg,oulucasia-P011-Fear-004.jpg,P011,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
4483,8509,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Fear/008.jpeg,008.jpeg,oulucasia-P011-Fear-008.jpg,P011,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
4484,8510,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Fear/005.jpeg,005.jpeg,oulucasia-P011-Fear-005.jpg,P011,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
4485,8511,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Fear/007.jpeg,007.jpeg,oulucasia-P011-Fear-007.jpg,P011,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
4486,8512,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Happiness/011.jpeg,011.jpeg,oulucasia-P011-Happiness-011.jpg,P011,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
4487,8513,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Happiness/009.jpeg,009.jpeg,oulucasia-P011-Happiness-009.jpg,P011,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
4488,8514,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Happiness/015.jpeg,015.jpeg,oulucasia-P011-Happiness-015.jpg,P011,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
4489,8515,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Happiness/018.jpeg,018.jpeg,oulucasia-P011-Happiness-018.jpg,P011,Happiness,jpeg,cauca,1.0,0.81,0.51,Happy,,,,,,,jpg,train
4490,8516,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Happiness/012.jpeg,012.jpeg,oulucasia-P011-Happiness-012.jpg,P011,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
4491,8517,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Sadness/015.jpeg,015.jpeg,oulucasia-P011-Sadness-015.jpg,P011,Sadness,jpeg,cauca,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
4492,8518,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Sadness/004.jpeg,004.jpeg,oulucasia-P011-Sadness-004.jpg,P011,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
4493,8519,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Sadness/006.jpeg,006.jpeg,oulucasia-P011-Sadness-006.jpg,P011,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
4494,8520,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Sadness/016.jpeg,016.jpeg,oulucasia-P011-Sadness-016.jpg,P011,Sadness,jpeg,cauca,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
4495,8521,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Sadness/013.jpeg,013.jpeg,oulucasia-P011-Sadness-013.jpg,P011,Sadness,jpeg,cauca,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
4496,8522,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Surprise/013.jpeg,013.jpeg,oulucasia-P011-Surprise-013.jpg,P011,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
4497,8523,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Surprise/011.jpeg,011.jpeg,oulucasia-P011-Surprise-011.jpg,P011,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
4498,8524,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Surprise/019.jpeg,019.jpeg,oulucasia-P011-Surprise-019.jpg,P011,Surprise,jpeg,cauca,3.0,0.4,0.67,Surprise,,,,,,,jpg,train
4499,8525,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Surprise/008.jpeg,008.jpeg,oulucasia-P011-Surprise-008.jpg,P011,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
4500,8526,oulucasia,nir,data/B_OriginalImg/NI/Strong/P011/Surprise/001.jpeg,001.jpeg,oulucasia-P011-Surprise-001.jpg,P011,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
4501,8527,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Anger/010.jpeg,010.jpeg,oulucasia-P012-Anger-010.jpg,P012,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
4502,8528,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Anger/000.jpeg,000.jpeg,oulucasia-P012-Anger-000.jpg,P012,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
4503,8529,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Anger/003.jpeg,003.jpeg,oulucasia-P012-Anger-003.jpg,P012,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
4504,8530,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Anger/013.jpeg,013.jpeg,oulucasia-P012-Anger-013.jpg,P012,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
4505,8531,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Anger/008.jpeg,008.jpeg,oulucasia-P012-Anger-008.jpg,P012,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
4506,8532,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Disgust/002.jpeg,002.jpeg,oulucasia-P012-Disgust-002.jpg,P012,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
4507,8533,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Disgust/006.jpeg,006.jpeg,oulucasia-P012-Disgust-006.jpg,P012,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
4508,8534,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Disgust/013.jpeg,013.jpeg,oulucasia-P012-Disgust-013.jpg,P012,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
4509,8535,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Disgust/011.jpeg,011.jpeg,oulucasia-P012-Disgust-011.jpg,P012,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
4510,8536,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Disgust/008.jpeg,008.jpeg,oulucasia-P012-Disgust-008.jpg,P012,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
4511,8537,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Fear/025.jpeg,025.jpeg,oulucasia-P012-Fear-025.jpg,P012,Fear,jpeg,cauca,4.0,-0.64,0.6,Fear,,,,,,,jpg,train
4512,8538,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Fear/017.jpeg,017.jpeg,oulucasia-P012-Fear-017.jpg,P012,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
4513,8539,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Fear/019.jpeg,019.jpeg,oulucasia-P012-Fear-019.jpg,P012,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
4514,8540,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Fear/023.jpeg,023.jpeg,oulucasia-P012-Fear-023.jpg,P012,Fear,jpeg,cauca,4.0,-0.64,0.6,Fear,,,,,,,jpg,train
4515,8541,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Fear/014.jpeg,014.jpeg,oulucasia-P012-Fear-014.jpg,P012,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
4516,8542,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Happiness/009.jpeg,009.jpeg,oulucasia-P012-Happiness-009.jpg,P012,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
4517,8543,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Happiness/007.jpeg,007.jpeg,oulucasia-P012-Happiness-007.jpg,P012,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
4518,8544,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Happiness/002.jpeg,002.jpeg,oulucasia-P012-Happiness-002.jpg,P012,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
4519,8545,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Happiness/001.jpeg,001.jpeg,oulucasia-P012-Happiness-001.jpg,P012,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
4520,8546,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Happiness/015.jpeg,015.jpeg,oulucasia-P012-Happiness-015.jpg,P012,Happiness,jpeg,cauca,1.0,0.81,0.51,Happy,,,,,,,jpg,train
4521,8547,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Sadness/010.jpeg,010.jpeg,oulucasia-P012-Sadness-010.jpg,P012,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
4522,8548,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Sadness/001.jpeg,001.jpeg,oulucasia-P012-Sadness-001.jpg,P012,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
4523,8549,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Sadness/002.jpeg,002.jpeg,oulucasia-P012-Sadness-002.jpg,P012,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
4524,8550,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Sadness/016.jpeg,016.jpeg,oulucasia-P012-Sadness-016.jpg,P012,Sadness,jpeg,cauca,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
4525,8551,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Sadness/003.jpeg,003.jpeg,oulucasia-P012-Sadness-003.jpg,P012,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
4526,8552,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Surprise/010.jpeg,010.jpeg,oulucasia-P012-Surprise-010.jpg,P012,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
4527,8553,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Surprise/009.jpeg,009.jpeg,oulucasia-P012-Surprise-009.jpg,P012,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
4528,8554,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Surprise/007.jpeg,007.jpeg,oulucasia-P012-Surprise-007.jpg,P012,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
4529,8555,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Surprise/011.jpeg,011.jpeg,oulucasia-P012-Surprise-011.jpg,P012,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
4530,8556,oulucasia,nir,data/B_OriginalImg/NI/Strong/P012/Surprise/014.jpeg,014.jpeg,oulucasia-P012-Surprise-014.jpg,P012,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
4531,8557,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Anger/016.jpeg,016.jpeg,oulucasia-P013-Anger-016.jpg,P013,Anger,jpeg,cauca,6.0,-0.51,0.59,Anger,,,,,,,jpg,train
4532,8558,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Anger/011.jpeg,011.jpeg,oulucasia-P013-Anger-011.jpg,P013,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
4533,8559,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Anger/009.jpeg,009.jpeg,oulucasia-P013-Anger-009.jpg,P013,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
4534,8560,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Anger/007.jpeg,007.jpeg,oulucasia-P013-Anger-007.jpg,P013,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
4535,8561,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Anger/010.jpeg,010.jpeg,oulucasia-P013-Anger-010.jpg,P013,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
4536,8562,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Disgust/003.jpeg,003.jpeg,oulucasia-P013-Disgust-003.jpg,P013,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
4537,8563,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Disgust/005.jpeg,005.jpeg,oulucasia-P013-Disgust-005.jpg,P013,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
4538,8564,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Disgust/004.jpeg,004.jpeg,oulucasia-P013-Disgust-004.jpg,P013,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
4539,8565,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Disgust/014.jpeg,014.jpeg,oulucasia-P013-Disgust-014.jpg,P013,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
4540,8566,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Disgust/018.jpeg,018.jpeg,oulucasia-P013-Disgust-018.jpg,P013,Disgust,jpeg,cauca,5.0,-0.6,0.35,Disgust,,,,,,,jpg,train
4541,8567,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Fear/002.jpeg,002.jpeg,oulucasia-P013-Fear-002.jpg,P013,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
4542,8568,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Fear/003.jpeg,003.jpeg,oulucasia-P013-Fear-003.jpg,P013,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
4543,8569,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Fear/005.jpeg,005.jpeg,oulucasia-P013-Fear-005.jpg,P013,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
4544,8570,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Fear/006.jpeg,006.jpeg,oulucasia-P013-Fear-006.jpg,P013,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
4545,8571,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Fear/013.jpeg,013.jpeg,oulucasia-P013-Fear-013.jpg,P013,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
4546,8572,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Happiness/008.jpeg,008.jpeg,oulucasia-P013-Happiness-008.jpg,P013,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
4547,8573,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Happiness/012.jpeg,012.jpeg,oulucasia-P013-Happiness-012.jpg,P013,Happiness,jpeg,cauca,1.0,0.81,0.51,Happy,,,,,,,jpg,train
4548,8574,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Happiness/000.jpeg,000.jpeg,oulucasia-P013-Happiness-000.jpg,P013,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
4549,8575,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Happiness/009.jpeg,009.jpeg,oulucasia-P013-Happiness-009.jpg,P013,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
4550,8576,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Happiness/001.jpeg,001.jpeg,oulucasia-P013-Happiness-001.jpg,P013,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
4551,8577,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Sadness/013.jpeg,013.jpeg,oulucasia-P013-Sadness-013.jpg,P013,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
4552,8578,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Sadness/003.jpeg,003.jpeg,oulucasia-P013-Sadness-003.jpg,P013,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
4553,8579,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Sadness/017.jpeg,017.jpeg,oulucasia-P013-Sadness-017.jpg,P013,Sadness,jpeg,cauca,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
4554,8580,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Sadness/007.jpeg,007.jpeg,oulucasia-P013-Sadness-007.jpg,P013,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
4555,8581,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Sadness/010.jpeg,010.jpeg,oulucasia-P013-Sadness-010.jpg,P013,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
4556,8582,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Surprise/015.jpeg,015.jpeg,oulucasia-P013-Surprise-015.jpg,P013,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
4557,8583,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Surprise/001.jpeg,001.jpeg,oulucasia-P013-Surprise-001.jpg,P013,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
4558,8584,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Surprise/008.jpeg,008.jpeg,oulucasia-P013-Surprise-008.jpg,P013,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
4559,8585,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Surprise/005.jpeg,005.jpeg,oulucasia-P013-Surprise-005.jpg,P013,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
4560,8586,oulucasia,nir,data/B_OriginalImg/NI/Strong/P013/Surprise/012.jpeg,012.jpeg,oulucasia-P013-Surprise-012.jpg,P013,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
