,db,spectra,filepath,filename,adjusted_unique_filename,oulucasia-patient,oulucasia-emotion,filetype,race,expression,valence,arousal,expression_name,casia-session,casia-patient,casia-img_id,buaa-patient,buaa-image_type,customdb-patient,new_filetype
6803,affectnet,vis,data/AffectNet-8Labels/train_set/images/194048.jpg,194048.jpg,affectnet-194048.jpg,,,jpg,cauca,1.0,0.750097,0.111305,Happy,,,,,,,jpg
6804,affectnet,vis,data/AffectNet-8Labels/train_set/images/321717.jpg,321717.jpg,affectnet-321717.jpg,,,jpg,cauca,6.0,-0.579365,0.357143,Anger,,,,,,,jpg
6805,affectnet,vis,data/AffectNet-8Labels/train_set/images/357262.jpg,357262.jpg,affectnet-357262.jpg,,,jpg,cauca,6.0,-0.190476,0.357143,Anger,,,,,,,jpg
6807,affectnet,vis,data/AffectNet-8Labels/train_set/images/409640.jpg,409640.jpg,affectnet-409640.jpg,,,jpg,cauca,1.0,0.527487,0.0338753,Happy,,,,,,,jpg
6808,affectnet,vis,data/AffectNet-8Labels/train_set/images/56639.jpg,56639.jpg,affectnet-56639.jpg,,,jpg,cauca,0.0,0.00967867,-0.00483933,Neutral,,,,,,,jpg
6809,affectnet,vis,data/AffectNet-8Labels/train_set/images/232861.jpg,232861.jpg,affectnet-232861.jpg,,,jpg,cauca,6.0,-0.307057,0.6216649999999999,Anger,,,,,,,jpg
6811,affectnet,vis,data/AffectNet-8Labels/train_set/images/258046.jpg,258046.jpg,affectnet-258046.jpg,,,jpg,cauca,1.0,0.521274,0.204283,Happy,,,,,,,jpg
6812,affectnet,vis,data/AffectNet-8Labels/train_set/images/221681.jpg,221681.jpg,affectnet-221681.jpg,,,jpg,cauca,1.0,0.827526,-0.0193572999999999,Happy,,,,,,,jpg
6813,affectnet,vis,data/AffectNet-8Labels/train_set/images/173468.jpg,173468.jpg,affectnet-173468.jpg,,,jpg,cauca,6.0,-0.3174599999999999,0.6825399999999999,Anger,,,,,,,jpg
6814,affectnet,vis,data/AffectNet-8Labels/train_set/images/220549.jpg,220549.jpg,affectnet-220549.jpg,,,jpg,cauca,1.0,0.861401,0.21777,Happy,,,,,,,jpg
6815,affectnet,vis,data/AffectNet-8Labels/train_set/images/328568.jpg,328568.jpg,affectnet-328568.jpg,,,jpg,cauca,1.0,0.677507,0.043554,Happy,,,,,,,jpg
6816,affectnet,vis,data/AffectNet-8Labels/train_set/images/5867.jpg,5867.jpg,affectnet-5867.jpg,,,jpeg,cauca,1.0,0.542937,0.239091,Happy,,,,,,,jpg
6817,affectnet,vis,data/AffectNet-8Labels/train_set/images/61360.jpg,61360.jpg,affectnet-61360.jpg,,,jpg,cauca,0.0,0.174603,0.0,Neutral,,,,,,,jpg
6819,affectnet,vis,data/AffectNet-8Labels/train_set/images/57859.jpg,57859.jpg,affectnet-57859.jpg,,,jpg,cauca,1.0,0.6892229999999999,-0.1044279999999999,Happy,,,,,,,jpg
6820,affectnet,vis,data/AffectNet-8Labels/train_set/images/352031.jpg,352031.jpg,affectnet-352031.jpg,,,jpg,cauca,0.0,-0.1111109999999999,-0.0793651,Neutral,,,,,,,jpg
6821,affectnet,vis,data/AffectNet-8Labels/train_set/images/328349.jpg,328349.jpg,affectnet-328349.jpg,,,jpg,cauca,1.0,0.510957,0.105352,Happy,,,,,,,jpg
6822,affectnet,vis,data/AffectNet-8Labels/train_set/images/357463.jpg,357463.jpg,affectnet-357463.jpg,,,jpg,cauca,0.0,0.00483933,-0.014518,Neutral,,,,,,,jpg
6823,affectnet,vis,data/AffectNet-8Labels/train_set/images/106540.jpg,106540.jpg,affectnet-106540.jpg,,,jpg,cauca,1.0,0.905797,0.336439,Happy,,,,,,,jpg
6824,affectnet,vis,data/AffectNet-8Labels/train_set/images/26767.jpg,26767.jpg,affectnet-26767.jpg,,,jpg,cauca,1.0,0.784871,-0.210704,Happy,,,,,,,jpg
6825,affectnet,vis,data/AffectNet-8Labels/train_set/images/335976.jpg,335976.jpg,affectnet-335976.jpg,,,jpg,cauca,2.0,-0.8368200000000001,-0.199243,Sad,,,,,,,jpg
6826,affectnet,vis,data/AffectNet-8Labels/train_set/images/395484.jpg,395484.jpg,affectnet-395484.jpg,,,jpg,cauca,1.0,0.757123,0.328751,Happy,,,,,,,jpg
6827,affectnet,vis,data/AffectNet-8Labels/train_set/images/28355.jpg,28355.jpg,affectnet-28355.jpg,,,jpg,cauca,1.0,0.468816,0.1158869999999999,Happy,,,,,,,jpg
6828,affectnet,vis,data/AffectNet-8Labels/train_set/images/284363.jpg,284363.jpg,affectnet-284363.jpg,,,jpg,cauca,0.0,-0.0258799,0.107833,Neutral,,,,,,,jpg
6829,affectnet,vis,data/AffectNet-8Labels/train_set/images/269068.jpg,269068.jpg,affectnet-269068.jpg,,,jpg,cauca,3.0,0.372629,0.774293,Surprise,,,,,,,jpg
6830,affectnet,vis,data/AffectNet-8Labels/train_set/images/386387.jpg,386387.jpg,affectnet-386387.jpg,,,jpg,cauca,0.0,-0.134921,-0.119048,Neutral,,,,,,,jpg
6832,affectnet,vis,data/AffectNet-8Labels/train_set/images/237120.jpg,237120.jpg,affectnet-237120.jpg,,,jpg,cauca,6.0,-0.484127,0.769841,Anger,,,,,,,jpg
6834,affectnet,vis,data/AffectNet-8Labels/train_set/images/239014.jpg,239014.jpg,affectnet-239014.jpg,,,jpg,cauca,1.0,0.353271,0.043554,Happy,,,,,,,jpg
6835,affectnet,vis,data/AffectNet-8Labels/train_set/images/330684.jpg,330684.jpg,affectnet-330684.jpg,,,jpg,cauca,1.0,0.793651,-0.1428569999999999,Happy,,,,,,,jpg
6836,affectnet,vis,data/AffectNet-8Labels/train_set/images/22990.jpg,22990.jpg,affectnet-22990.jpg,,,jpg,cauca,1.0,0.468816,0.0895491,Happy,,,,,,,jpg
6837,affectnet,vis,data/AffectNet-8Labels/train_set/images/253866.jpg,253866.jpg,affectnet-253866.jpg,,,jpg,cauca,1.0,0.757123,0.343694,Happy,,,,,,,jpg
6838,affectnet,vis,data/AffectNet-8Labels/train_set/images/248519.jpg,248519.jpg,affectnet-248519.jpg,,,jpg,cauca,6.0,-0.367789,0.8807590000000001,Anger,,,,,,,jpg
6839,affectnet,vis,data/AffectNet-8Labels/train_set/images/356873.jpg,356873.jpg,affectnet-356873.jpg,,,jpg,cauca,2.0,-0.701703,-0.271003,Sad,,,,,,,jpg
6840,affectnet,vis,data/AffectNet-8Labels/train_set/images/262040.jpg,262040.jpg,affectnet-262040.jpg,,,jpg,cauca,1.0,0.777778,0.349206,Happy,,,,,,,jpg
6841,affectnet,vis,data/AffectNet-8Labels/train_set/images/359194.jpg,359194.jpg,affectnet-359194.jpg,,,jpg,cauca,1.0,0.499002,0.156829,Happy,,,,,,,jpg
6842,affectnet,vis,data/AffectNet-8Labels/train_set/images/130951.jpg,130951.jpg,affectnet-130951.jpg,,,jpg,cauca,1.0,0.833333,-0.1111109999999999,Happy,,,,,,,jpg
6843,affectnet,vis,data/AffectNet-8Labels/train_set/images/387915.jpg,387915.jpg,affectnet-387915.jpg,,,jpg,cauca,1.0,0.716221,0.0967866999999999,Happy,,,,,,,jpg
6844,affectnet,vis,data/AffectNet-8Labels/train_set/images/212343.jpg,212343.jpg,affectnet-212343.jpg,,,jpg,cauca,6.0,-0.401665,0.5758810000000001,Anger,,,,,,,jpg
6846,affectnet,vis,data/AffectNet-8Labels/train_set/images/101607.jpg,101607.jpg,affectnet-101607.jpg,,,jpg,cauca,1.0,0.505689,0.158028,Happy,,,,,,,jpg
6847,affectnet,vis,data/AffectNet-8Labels/train_set/images/186380.jpg,186380.jpg,affectnet-186380.jpg,,,png,cauca,0.0,-0.1428569999999999,-0.0793651,Neutral,,,,,,,jpg
6848,affectnet,vis,data/AffectNet-8Labels/train_set/images/14661.jpg,14661.jpg,affectnet-14661.jpg,,,jpg,cauca,2.0,-0.110619,-0.3055199999999999,Sad,,,,,,,jpg
6849,affectnet,vis,data/AffectNet-8Labels/train_set/images/8551.jpg,8551.jpg,affectnet-8551.jpg,,,jpg,cauca,1.0,0.579365,0.0238095,Happy,,,,,,,jpg
6850,affectnet,vis,data/AffectNet-8Labels/train_set/images/285834.jpg,285834.jpg,affectnet-285834.jpg,,,jpg,cauca,0.0,-0.0215666,-0.00431332,Neutral,,,,,,,jpg
6851,affectnet,vis,data/AffectNet-8Labels/train_set/images/7138.jpg,7138.jpg,affectnet-7138.jpg,,,jpg,cauca,0.0,0.00661376,-0.00661376,Neutral,,,,,,,jpg
6852,affectnet,vis,data/AffectNet-8Labels/train_set/images/374370.jpg,374370.jpg,affectnet-374370.jpg,,,jpg,cauca,1.0,0.500421,0.1158869999999999,Happy,,,,,,,jpg
6853,affectnet,vis,data/AffectNet-8Labels/train_set/images/402313.jpg,402313.jpg,affectnet-402313.jpg,,,jpg,cauca,1.0,0.714286,0.174603,Happy,,,,,,,jpg
6854,affectnet,vis,data/AffectNet-8Labels/train_set/images/200236.jpg,200236.jpg,affectnet-200236.jpg,,,jpg,cauca,1.0,0.760778,-0.0986193,Happy,,,,,,,jpg
6855,affectnet,vis,data/AffectNet-8Labels/train_set/images/198955.jpg,198955.jpg,affectnet-198955.jpg,,,jpg,cauca,1.0,0.696185,-0.090504,Happy,,,,,,,jpg
6856,affectnet,vis,data/AffectNet-8Labels/train_set/images/135146.jpg,135146.jpg,affectnet-135146.jpg,,,jpg,cauca,0.0,0.00793651,-0.0158729999999999,Neutral,,,,,,,jpg
6857,affectnet,vis,data/AffectNet-8Labels/train_set/images/313232.jpg,313232.jpg,affectnet-313232.jpg,,,jpg,cauca,1.0,0.500421,0.142225,Happy,,,,,,,jpg
6858,affectnet,vis,data/AffectNet-8Labels/train_set/images/63276.jpg,63276.jpg,affectnet-63276.jpg,,,jpg,cauca,0.0,-0.0038279,-0.0038279,Neutral,,,,,,,jpg
6859,affectnet,vis,data/AffectNet-8Labels/train_set/images/119008.jpg,119008.jpg,affectnet-119008.jpg,,,jpg,cauca,1.0,0.495154,0.0790138999999999,Happy,,,,,,,jpg
6860,affectnet,vis,data/AffectNet-8Labels/train_set/images/33965.jpg,33965.jpg,affectnet-33965.jpg,,,jpg,cauca,1.0,0.8888889999999999,-0.174603,Happy,,,,,,,jpg
6861,affectnet,vis,data/AffectNet-8Labels/train_set/images/34514.jpg,34514.jpg,affectnet-34514.jpg,,,jpg,cauca,1.0,0.4846189999999999,0.0842815,Happy,,,,,,,jpg
6862,affectnet,vis,data/AffectNet-8Labels/train_set/images/157871.jpg,157871.jpg,affectnet-157871.jpg,,,jpg,cauca,0.0,0.00793651,0.00793651,Neutral,,,,,,,jpg
6863,affectnet,vis,data/AffectNet-8Labels/train_set/images/287007.jpg,287007.jpg,affectnet-287007.jpg,,,jpg,cauca,1.0,0.505689,0.163295,Happy,,,,,,,jpg
6864,affectnet,vis,data/AffectNet-8Labels/train_set/images/348717.jpg,348717.jpg,affectnet-348717.jpg,,,jpg,cauca,0.0,0.00793651,0.0158729999999999,Neutral,,,,,,,jpg
6865,affectnet,vis,data/AffectNet-8Labels/train_set/images/392237.jpg,392237.jpg,affectnet-392237.jpg,,,jpg,cauca,2.0,-0.3774679999999999,-0.029036,Sad,,,,,,,jpg
6866,affectnet,vis,data/AffectNet-8Labels/train_set/images/132891.jpg,132891.jpg,affectnet-132891.jpg,,,jpg,cauca,2.0,-0.271003,-0.106465,Sad,,,,,,,jpg
6867,affectnet,vis,data/AffectNet-8Labels/train_set/images/162760.jpg,162760.jpg,affectnet-162760.jpg,,,jpg,cauca,0.0,0.00793651,0.00793651,Neutral,,,,,,,jpg
6868,affectnet,vis,data/AffectNet-8Labels/train_set/images/201554.jpg,201554.jpg,affectnet-201554.jpg,,,jpg,cauca,1.0,0.667492,-0.0963391,Happy,,,,,,,jpg
6869,affectnet,vis,data/AffectNet-8Labels/train_set/images/174381.jpg,174381.jpg,affectnet-174381.jpg,,,jpg,cauca,1.0,0.797964,0.133713,Happy,,,,,,,jpg
6870,affectnet,vis,data/AffectNet-8Labels/train_set/images/196666.jpg,196666.jpg,affectnet-196666.jpg,,,jpg,cauca,0.0,-0.422654,0.197239,Neutral,,,,,,,jpg
6872,affectnet,vis,data/AffectNet-8Labels/train_set/images/211640.jpg,211640.jpg,affectnet-211640.jpg,,,jpg,cauca,1.0,0.8226870000000001,0.0774293,Happy,,,,,,,jpg
6873,affectnet,vis,data/AffectNet-8Labels/train_set/images/306522.jpg,306522.jpg,affectnet-306522.jpg,,,jpg,cauca,2.0,-0.804163,-0.346894,Sad,,,,,,,jpg
6875,affectnet,vis,data/AffectNet-8Labels/train_set/images/392504.jpg,392504.jpg,affectnet-392504.jpg,,,jpg,cauca,0.0,-0.133394,-0.110742,Neutral,,,,,,,jpg
6876,affectnet,vis,data/AffectNet-8Labels/train_set/images/319118.jpg,319118.jpg,affectnet-319118.jpg,,,jpg,cauca,0.0,-0.0646998,0.176846,Neutral,,,,,,,jpg
6877,affectnet,vis,data/AffectNet-8Labels/train_set/images/227499.jpg,227499.jpg,affectnet-227499.jpg,,,jpg,cauca,7.0,-0.6531819999999999,0.6742520000000001,Contempt,,,,,,,jpg
6878,affectnet,vis,data/AffectNet-8Labels/train_set/images/364242.jpg,364242.jpg,affectnet-364242.jpg,,,jpg,cauca,1.0,0.501253,0.18797,Happy,,,,,,,jpg
6879,affectnet,vis,data/AffectNet-8Labels/train_set/images/266173.jpg,266173.jpg,affectnet-266173.jpg,,,jpg,cauca,1.0,0.510957,0.13169,Happy,,,,,,,jpg
6880,affectnet,vis,data/AffectNet-8Labels/train_set/images/97945.jpg,97945.jpg,affectnet-97945.jpg,,,jpg,cauca,1.0,0.783972,-0.135501,Happy,,,,,,,jpg
6881,affectnet,vis,data/AffectNet-8Labels/train_set/images/65911.jpg,65911.jpg,affectnet-65911.jpg,,,jpg,cauca,2.0,-0.5158729999999999,-0.3174599999999999,Sad,,,,,,,jpg
6882,affectnet,vis,data/AffectNet-8Labels/train_set/images/401333.jpg,401333.jpg,affectnet-401333.jpg,,,jpg,cauca,3.0,0.0532327,0.638792,Surprise,,,,,,,jpg
6883,affectnet,vis,data/AffectNet-8Labels/train_set/images/159777.jpg,159777.jpg,affectnet-159777.jpg,,,jpg,cauca,2.0,-0.7770630000000001,-0.199051,Sad,,,,,,,jpg
6884,affectnet,vis,data/AffectNet-8Labels/train_set/images/400775.jpg,400775.jpg,affectnet-400775.jpg,,,jpg,cauca,1.0,0.851723,0.00483933,Happy,,,,,,,jpg
6885,affectnet,vis,data/AffectNet-8Labels/train_set/images/144781.jpg,144781.jpg,affectnet-144781.jpg,,,jpg,cauca,5.0,-0.802879,0.505889,Disgust,,,,,,,jpg
6886,affectnet,vis,data/AffectNet-8Labels/train_set/images/270365.jpg,270365.jpg,affectnet-270365.jpg,,,jpg,cauca,4.0,-0.1111109999999999,0.6190479999999999,Fear,,,,,,,jpg
6887,affectnet,vis,data/AffectNet-8Labels/train_set/images/390357.jpg,390357.jpg,affectnet-390357.jpg,,,jpg,cauca,6.0,-0.684787,0.690055,Anger,,,,,,,jpg
6888,affectnet,vis,data/AffectNet-8Labels/train_set/images/390822.jpg,390822.jpg,affectnet-390822.jpg,,,jpg,cauca,1.0,0.516224,0.142225,Happy,,,,,,,jpg
6889,affectnet,vis,data/AffectNet-8Labels/train_set/images/350654.jpg,350654.jpg,affectnet-350654.jpg,,,jpg,cauca,1.0,0.5158729999999999,-0.0555556,Happy,,,,,,,jpg
6890,affectnet,vis,data/AffectNet-8Labels/train_set/images/347246.jpg,347246.jpg,affectnet-347246.jpg,,,jpg,cauca,2.0,-0.58072,-0.333914,Sad,,,,,,,jpg
6891,affectnet,vis,data/AffectNet-8Labels/train_set/images/321168.jpg,321168.jpg,affectnet-321168.jpg,,,jpg,cauca,1.0,0.87895,0.0890076,Happy,,,,,,,jpg
6892,affectnet,vis,data/AffectNet-8Labels/train_set/images/123202.jpg,123202.jpg,affectnet-123202.jpg,,,jpg,cauca,2.0,-0.8888889999999999,-0.134921,Sad,,,,,,,jpg
6893,affectnet,vis,data/AffectNet-8Labels/train_set/images/310270.jpg,310270.jpg,affectnet-310270.jpg,,,jpg,cauca,1.0,0.841097,0.112146,Happy,,,,,,,jpg
6894,affectnet,vis,data/AffectNet-8Labels/train_set/images/135567.jpg,135567.jpg,affectnet-135567.jpg,,,jpg,cauca,1.0,0.677538,0.0229674,Happy,,,,,,,jpg
6895,affectnet,vis,data/AffectNet-8Labels/train_set/images/91416.jpg,91416.jpg,affectnet-91416.jpg,,,jpg,cauca,1.0,0.7984899999999999,0.07259,Happy,,,,,,,jpg
6896,affectnet,vis,data/AffectNet-8Labels/train_set/images/273519.jpg,273519.jpg,affectnet-273519.jpg,,,jpg,cauca,0.0,0.00431332,-0.01294,Neutral,,,,,,,jpg
6897,affectnet,vis,data/AffectNet-8Labels/train_set/images/282764.jpg,282764.jpg,affectnet-282764.jpg,,,jpg,cauca,0.0,0.0157679,-0.0157679,Neutral,,,,,,,jpg
6898,affectnet,vis,data/AffectNet-8Labels/train_set/images/401111.jpg,401111.jpg,affectnet-401111.jpg,,,jpg,cauca,1.0,0.658149,-0.116144,Happy,,,,,,,jpg
6899,affectnet,vis,data/AffectNet-8Labels/train_set/images/395352.jpg,395352.jpg,affectnet-395352.jpg,,,jpg,cauca,1.0,0.866241,-0.0822687,Happy,,,,,,,jpg
6900,affectnet,vis,data/AffectNet-8Labels/train_set/images/87908.jpg,87908.jpg,affectnet-87908.jpg,,,jpg,cauca,2.0,-0.901574,-0.229129,Sad,,,,,,,jpg
6901,affectnet,vis,data/AffectNet-8Labels/train_set/images/127013.jpg,127013.jpg,affectnet-127013.jpg,,,jpg,cauca,1.0,0.678683,0.252188,Happy,,,,,,,jpg
6902,affectnet,vis,data/AffectNet-8Labels/train_set/images/392332.jpg,392332.jpg,affectnet-392332.jpg,,,jpg,cauca,0.0,-0.36526,0.223214,Neutral,,,,,,,jpg
6903,affectnet,vis,data/AffectNet-8Labels/train_set/images/214284.jpg,214284.jpg,affectnet-214284.jpg,,,jpg,cauca,1.0,0.738784,0.1646,Happy,,,,,,,jpg
6904,affectnet,vis,data/AffectNet-8Labels/train_set/images/220283.jpg,220283.jpg,affectnet-220283.jpg,,,jpg,cauca,1.0,0.55788,0.224148,Happy,,,,,,,jpg
6906,affectnet,vis,data/AffectNet-8Labels/train_set/images/33076.jpg,33076.jpg,affectnet-33076.jpg,,,jpg,cauca,1.0,0.500421,0.163295,Happy,,,,,,,jpg
6907,affectnet,vis,data/AffectNet-8Labels/train_set/images/160698.jpg,160698.jpg,affectnet-160698.jpg,,,jpg,cauca,0.0,0.0158729999999999,0.0,Neutral,,,,,,,jpg
6908,affectnet,vis,data/AffectNet-8Labels/train_set/images/20344.jpg,20344.jpg,affectnet-20344.jpg,,,jpg,cauca,7.0,-0.662989,0.677507,Contempt,,,,,,,jpg
6909,affectnet,vis,data/AffectNet-8Labels/train_set/images/180885.jpg,180885.jpg,affectnet-180885.jpg,,,jpg,cauca,0.0,0.0,0.0317459999999999,Neutral,,,,,,,jpg
6911,affectnet,vis,data/AffectNet-8Labels/train_set/images/316046.jpg,316046.jpg,affectnet-316046.jpg,,,jpg,cauca,2.0,-0.841801,-0.229129,Sad,,,,,,,jpg
6912,affectnet,vis,data/AffectNet-8Labels/train_set/images/260991.jpg,260991.jpg,affectnet-260991.jpg,,,jpg,cauca,0.0,0.0,0.0038279,Neutral,,,,,,,jpg
6913,affectnet,vis,data/AffectNet-8Labels/train_set/images/94845.jpg,94845.jpg,affectnet-94845.jpg,,,jpg,cauca,0.0,-0.0793651,-0.0714286,Neutral,,,,,,,jpg
6914,affectnet,vis,data/AffectNet-8Labels/train_set/images/212600.jpg,212600.jpg,affectnet-212600.jpg,,,jpg,cauca,2.0,-0.861725,-0.189281,Sad,,,,,,,jpg
6915,affectnet,vis,data/AffectNet-8Labels/train_set/images/52858.jpg,52858.jpg,affectnet-52858.jpg,,,jpg,cauca,0.0,0.18254,-0.0396824999999999,Neutral,,,,,,,jpg
6916,affectnet,vis,data/AffectNet-8Labels/train_set/images/395921.jpg,395921.jpg,affectnet-395921.jpg,,,jpg,cauca,1.0,0.353271,-0.00483933,Happy,,,,,,,jpg
6917,affectnet,vis,data/AffectNet-8Labels/train_set/images/350859.jpg,350859.jpg,affectnet-350859.jpg,,,jpg,cauca,0.0,0.0172533,0.0172533,Neutral,,,,,,,jpg
6918,affectnet,vis,data/AffectNet-8Labels/train_set/images/176608.jpg,176608.jpg,affectnet-176608.jpg,,,jpg,cauca,1.0,0.4126979999999999,0.0873016,Happy,,,,,,,jpg
6919,affectnet,vis,data/AffectNet-8Labels/train_set/images/99129.jpg,99129.jpg,affectnet-99129.jpg,,,jpg,cauca,7.0,-0.411343,0.4887729999999999,Contempt,,,,,,,jpg
6920,affectnet,vis,data/AffectNet-8Labels/train_set/images/108471.jpg,108471.jpg,affectnet-108471.jpg,,,jpg,cauca,0.0,-0.275842,-0.198413,Neutral,,,,,,,jpg
6921,affectnet,vis,data/AffectNet-8Labels/train_set/images/112870.jpg,112870.jpg,affectnet-112870.jpg,,,jpg,cauca,0.0,0.147929,-0.331079,Neutral,,,,,,,jpg
6922,affectnet,vis,data/AffectNet-8Labels/train_set/images/254729.jpg,254729.jpg,affectnet-254729.jpg,,,jpg,cauca,1.0,0.563492,0.0238095,Happy,,,,,,,jpg
6923,affectnet,vis,data/AffectNet-8Labels/train_set/images/360841.jpg,360841.jpg,affectnet-360841.jpg,,,jpg,cauca,0.0,0.00793651,0.00793651,Neutral,,,,,,,jpg
6924,affectnet,vis,data/AffectNet-8Labels/train_set/images/175703.jpg,175703.jpg,affectnet-175703.jpg,,,jpg,cauca,6.0,-0.753266,0.468816,Anger,,,,,,,jpg
6925,affectnet,vis,data/AffectNet-8Labels/train_set/images/139398.jpg,139398.jpg,affectnet-139398.jpg,,,jpg,cauca,1.0,0.750097,-0.058072,Happy,,,,,,,jpg
6926,affectnet,vis,data/AffectNet-8Labels/train_set/images/410741.jpg,410741.jpg,affectnet-410741.jpg,,,jpg,cauca,6.0,-0.2138969999999999,0.438596,Anger,,,,,,,jpg
6927,affectnet,vis,data/AffectNet-8Labels/train_set/images/313807.jpg,313807.jpg,affectnet-313807.jpg,,,jpg,cauca,2.0,-0.753266,-0.279182,Sad,,,,,,,jpg
6928,affectnet,vis,data/AffectNet-8Labels/train_set/images/237513.jpg,237513.jpg,affectnet-237513.jpg,,,jpg,cauca,0.0,-0.00967867,0.0483933,Neutral,,,,,,,jpg
6929,affectnet,vis,data/AffectNet-8Labels/train_set/images/374448.jpg,374448.jpg,affectnet-374448.jpg,,,jpg,cauca,5.0,-0.579365,0.484127,Disgust,,,,,,,jpg
6930,affectnet,vis,data/AffectNet-8Labels/train_set/images/13434.jpg,13434.jpg,affectnet-13434.jpg,,,jpg,cauca,0.0,0.0158729999999999,0.0317459999999999,Neutral,,,,,,,jpg
6931,affectnet,vis,data/AffectNet-8Labels/train_set/images/14737.jpg,14737.jpg,affectnet-14737.jpg,,,jpg,cauca,6.0,-0.419077,0.778816,Anger,,,,,,,jpg
6932,affectnet,vis,data/AffectNet-8Labels/train_set/images/153938.jpg,153938.jpg,affectnet-153938.jpg,,,jpg,cauca,1.0,0.8412700000000001,0.380952,Happy,,,,,,,jpg
6934,affectnet,vis,data/AffectNet-8Labels/train_set/images/86103.jpg,86103.jpg,affectnet-86103.jpg,,,jpeg,cauca,3.0,0.278124,0.66282,Surprise,,,,,,,jpg
6935,affectnet,vis,data/AffectNet-8Labels/train_set/images/281838.jpg,281838.jpg,affectnet-281838.jpg,,,jpg,cauca,1.0,0.87108,0.241967,Happy,,,,,,,jpg
6936,affectnet,vis,data/AffectNet-8Labels/train_set/images/65622.jpg,65622.jpg,affectnet-65622.jpg,,,jpg,cauca,2.0,-0.2222219999999999,-0.150794,Sad,,,,,,,jpg
6938,affectnet,vis,data/AffectNet-8Labels/train_set/images/129786.jpg,129786.jpg,affectnet-129786.jpg,,,jpg,cauca,1.0,0.750268,0.2449849999999999,Happy,,,,,,,jpg
6939,affectnet,vis,data/AffectNet-8Labels/train_set/images/327486.jpg,327486.jpg,affectnet-327486.jpg,,,jpg,cauca,0.0,0.00483933,0.0,Neutral,,,,,,,jpg
6940,affectnet,vis,data/AffectNet-8Labels/train_set/images/33498.jpg,33498.jpg,affectnet-33498.jpg,,,jpg,cauca,1.0,0.8081689999999999,0.07259,Happy,,,,,,,jpg
6941,affectnet,vis,data/AffectNet-8Labels/train_set/images/187160.jpg,187160.jpg,affectnet-187160.jpg,,,jpg,cauca,1.0,0.7748659999999999,-0.0704424,Happy,,,,,,,jpg
6942,affectnet,vis,data/AffectNet-8Labels/train_set/images/312577.jpg,312577.jpg,affectnet-312577.jpg,,,png,cauca,1.0,0.495154,0.142225,Happy,,,,,,,jpg
6943,affectnet,vis,data/AffectNet-8Labels/train_set/images/98051.jpg,98051.jpg,affectnet-98051.jpg,,,jpg,cauca,1.0,0.547619,-0.00793651,Happy,,,,,,,jpg
6944,affectnet,vis,data/AffectNet-8Labels/train_set/images/170990.jpg,170990.jpg,affectnet-170990.jpg,,,jpg,cauca,0.0,0.0153116,-0.00765579,Neutral,,,,,,,jpg
6945,affectnet,vis,data/AffectNet-8Labels/train_set/images/45244.jpg,45244.jpg,affectnet-45244.jpg,,,jpg,cauca,1.0,0.547619,0.190476,Happy,,,,,,,jpg
6947,affectnet,vis,data/AffectNet-8Labels/train_set/images/255698.jpg,255698.jpg,affectnet-255698.jpg,,,jpg,cauca,3.0,-0.134921,0.777778,Surprise,,,,,,,jpg
6948,affectnet,vis,data/AffectNet-8Labels/train_set/images/370168.jpg,370168.jpg,affectnet-370168.jpg,,,jpg,cauca,2.0,-0.372629,-0.275842,Sad,,,,,,,jpg
6949,affectnet,vis,data/AffectNet-8Labels/train_set/images/89208.jpg,89208.jpg,affectnet-89208.jpg,,,jpg,cauca,0.0,-0.431943,0.247577,Neutral,,,,,,,jpg
6950,affectnet,vis,data/AffectNet-8Labels/train_set/images/212725.jpg,212725.jpg,affectnet-212725.jpg,,,jpg,cauca,7.0,-0.662989,0.658149,Contempt,,,,,,,jpg
6951,affectnet,vis,data/AffectNet-8Labels/train_set/images/243673.jpg,243673.jpg,affectnet-243673.jpg,,,jpeg,cauca,1.0,0.8809520000000001,0.269841,Happy,,,,,,,jpg
6952,affectnet,vis,data/AffectNet-8Labels/train_set/images/378426.jpg,378426.jpg,affectnet-378426.jpg,,,jpg,cauca,1.0,0.690476,0.674603,Happy,,,,,,,jpg
6953,affectnet,vis,data/AffectNet-8Labels/train_set/images/220539.jpg,220539.jpg,affectnet-220539.jpg,,,jpg,cauca,1.0,0.6190479999999999,-0.293651,Happy,,,,,,,jpg
6954,affectnet,vis,data/AffectNet-8Labels/train_set/images/332538.jpg,332538.jpg,affectnet-332538.jpg,,,jpg,cauca,0.0,0.0158729999999999,0.0,Neutral,,,,,,,jpg
6956,affectnet,vis,data/AffectNet-8Labels/train_set/images/122602.jpg,122602.jpg,affectnet-122602.jpg,,,jpg,cauca,6.0,-0.43721,0.7743359999999999,Anger,,,,,,,jpg
6957,affectnet,vis,data/AffectNet-8Labels/train_set/images/74587.jpg,74587.jpg,affectnet-74587.jpg,,,jpg,cauca,0.0,-0.410872,0.13169,Neutral,,,,,,,jpg
6959,affectnet,vis,data/AffectNet-8Labels/train_set/images/269647.jpg,269647.jpg,affectnet-269647.jpg,,,jpg,cauca,1.0,0.460317,0.0714286,Happy,,,,,,,jpg
6960,affectnet,vis,data/AffectNet-8Labels/train_set/images/302077.jpg,302077.jpg,affectnet-302077.jpg,,,jpg,cauca,1.0,0.788547,0.2832639999999999,Happy,,,,,,,jpg
