,db,spectra,filepath,filename,adjusted_unique_filename,oulucasia-patient,oulucasia-emotion,filetype,race,expression,valence,arousal,expression_name,casia-session,casia-patient,casia-img_id,buaa-patient,buaa-image_type,customdb-patient,new_filetype,split
6555,affectnet,vis,data/AffectNet-8Labels/train_set/images/192438.jpg,192438.jpg,affectnet-192438.jpg,,,jpg,cauca,4.0,-0.210704,0.790139,Fear,,,,,,,jpg,train
6556,affectnet,vis,data/AffectNet-8Labels/train_set/images/266395.jpg,266395.jpg,affectnet-266395.jpg,,,jpg,cauca,0.0,0.00967867,-0.0193572999999999,Neutral,,,,,,,jpg,train
6557,affectnet,vis,data/AffectNet-8Labels/train_set/images/17123.jpg,17123.jpg,affectnet-17123.jpg,,,jpg,cauca,1.0,0.659938,0.0862664,Happy,,,,,,,jpg,train
6558,affectnet,vis,data/AffectNet-8Labels/train_set/images/348965.jpg,348965.jpg,affectnet-348965.jpg,,,jpg,cauca,1.0,0.500421,0.100084,Happy,,,,,,,jpg,train
6559,affectnet,vis,data/AffectNet-8Labels/train_set/images/173747.jpg,173747.jpg,affectnet-173747.jpg,,,jpg,cauca,0.0,0.043554,-0.0774293,Neutral,,,,,,,jpg,train
6560,affectnet,vis,data/AffectNet-8Labels/train_set/images/383086.jpg,383086.jpg,affectnet-383086.jpg,,,jpg,cauca,1.0,0.802277,0.0862664,Happy,,,,,,,jpg,train
6561,affectnet,vis,data/AffectNet-8Labels/train_set/images/173238.jpg,173238.jpg,affectnet-173238.jpg,,,jpg,cauca,6.0,-0.411343,0.309717,Anger,,,,,,,jpg,train
6562,affectnet,vis,data/AffectNet-8Labels/train_set/images/275948.jpg,275948.jpg,affectnet-275948.jpg,,,jpg,cauca,1.0,0.779604,-0.0790138999999999,Happy,,,,,,,jpg,train
6563,affectnet,vis,data/AffectNet-8Labels/train_set/images/411455.jpg,411455.jpg,affectnet-411455.jpg,,,jpg,cauca,6.0,-0.7169909999999999,0.487013,Anger,,,,,,,jpg,train
6564,affectnet,vis,data/AffectNet-8Labels/train_set/images/361584.jpg,361584.jpg,affectnet-361584.jpg,,,jpg,cauca,1.0,0.523809,0.00793651,Happy,,,,,,,jpg,train
6565,affectnet,vis,data/AffectNet-8Labels/train_set/images/294338.jpg,294338.jpg,affectnet-294338.jpg,,,jpg,cauca,1.0,0.572823,0.293883,Happy,,,,,,,jpg,train
6566,affectnet,vis,data/AffectNet-8Labels/train_set/images/125361.jpg,125361.jpg,affectnet-125361.jpg,,,jpg,cauca,0.0,0.134921,0.00793651,Neutral,,,,,,,jpg,train
6567,affectnet,vis,data/AffectNet-8Labels/train_set/images/47199.jpg,47199.jpg,affectnet-47199.jpg,,,jpg,cauca,6.0,-0.674374,0.481696,Anger,,,,,,,jpg,train
6568,affectnet,vis,data/AffectNet-8Labels/train_set/images/45215.jpg,45215.jpg,affectnet-45215.jpg,,,jpg,cauca,6.0,-0.198413,0.4126979999999999,Anger,,,,,,,jpg,train
6569,affectnet,vis,data/AffectNet-8Labels/train_set/images/189088.jpg,189088.jpg,affectnet-189088.jpg,,,jpg,cauca,1.0,0.531746,-0.0317459999999999,Happy,,,,,,,jpg,train
6570,affectnet,vis,data/AffectNet-8Labels/train_set/images/194933.jpg,194933.jpg,affectnet-194933.jpg,,,jpg,cauca,1.0,0.474255,0.0677507,Happy,,,,,,,jpg,train
6571,affectnet,vis,data/AffectNet-8Labels/train_set/images/293811.jpg,293811.jpg,affectnet-293811.jpg,,,png,cauca,3.0,0.0822687,0.817847,Surprise,,,,,,,jpg,train
6572,affectnet,vis,data/AffectNet-8Labels/train_set/images/12081.jpg,12081.jpg,affectnet-12081.jpg,,,jpg,cauca,1.0,0.765306,-0.0637755,Happy,,,,,,,jpg,train
6573,affectnet,vis,data/AffectNet-8Labels/train_set/images/245063.jpg,245063.jpg,affectnet-245063.jpg,,,jpg,cauca,6.0,-0.0952381,0.357143,Anger,,,,,,,jpg,train
6574,affectnet,vis,data/AffectNet-8Labels/train_set/images/284817.jpg,284817.jpg,affectnet-284817.jpg,,,jpg,cauca,3.0,0.172306,0.7440479999999999,Surprise,,,,,,,jpg,train
6575,affectnet,vis,data/AffectNet-8Labels/train_set/images/207366.jpg,207366.jpg,affectnet-207366.jpg,,,png,cauca,2.0,-0.325397,-0.134921,Sad,,,,,,,jpg,train
6576,affectnet,vis,data/AffectNet-8Labels/train_set/images/208936.jpg,208936.jpg,affectnet-208936.jpg,,,jpg,cauca,1.0,0.531746,0.00793651,Happy,,,,,,,jpg,train
6577,affectnet,vis,data/AffectNet-8Labels/train_set/images/139625.jpg,139625.jpg,affectnet-139625.jpg,,,jpg,cauca,2.0,-0.428571,-0.214286,Sad,,,,,,,jpg,train
6578,affectnet,vis,data/AffectNet-8Labels/train_set/images/19690.jpg,19690.jpg,affectnet-19690.jpg,,,jpg,cauca,0.0,-0.403912,-0.170068,Neutral,,,,,,,jpg,train
6579,affectnet,vis,data/AffectNet-8Labels/train_set/images/297855.jpg,297855.jpg,affectnet-297855.jpg,,,jpg,cauca,4.0,-0.0822687,0.803329,Fear,,,,,,,jpg,test
6580,affectnet,vis,data/AffectNet-8Labels/train_set/images/64550.jpg,64550.jpg,affectnet-64550.jpg,,,jpg,cauca,1.0,0.8796299999999999,0.0925926,Happy,,,,,,,jpg,train
6581,affectnet,vis,data/AffectNet-8Labels/train_set/images/76537.jpg,76537.jpg,affectnet-76537.jpg,,,jpg,cauca,1.0,0.677191,0.457212,Happy,,,,,,,jpg,train
6582,affectnet,vis,data/AffectNet-8Labels/train_set/images/281557.jpg,281557.jpg,affectnet-281557.jpg,,,jpg,cauca,6.0,-0.890437,0.232288,Anger,,,,,,,jpg,train
6583,affectnet,vis,data/AffectNet-8Labels/train_set/images/145116.jpg,145116.jpg,affectnet-145116.jpg,,,jpg,cauca,5.0,-0.744991,0.417799,Disgust,,,,,,,jpg,test
6584,affectnet,vis,data/AffectNet-8Labels/train_set/images/135416.jpg,135416.jpg,affectnet-135416.jpg,,,jpg,cauca,1.0,0.792375,0.176083,Happy,,,,,,,jpg,train
6585,affectnet,vis,data/AffectNet-8Labels/train_set/images/330718.jpg,330718.jpg,affectnet-330718.jpg,,,jpg,cauca,1.0,0.841097,0.3709449999999999,Happy,,,,,,,jpg,train
6586,affectnet,vis,data/AffectNet-8Labels/train_set/images/73864.jpg,73864.jpg,affectnet-73864.jpg,,,jpg,cauca,1.0,0.8015869999999999,0.119048,Happy,,,,,,,jpg,train
6587,affectnet,vis,data/AffectNet-8Labels/train_set/images/41461.jpg,41461.jpg,affectnet-41461.jpg,,,jpg,cauca,0.0,0.39507,-0.194901,Neutral,,,,,,,jpg,train
6588,affectnet,vis,data/AffectNet-8Labels/train_set/images/110206.jpg,110206.jpg,affectnet-110206.jpg,,,png,cauca,0.0,-0.1245849999999999,-0.463732,Neutral,,,,,,,jpg,train
6589,affectnet,vis,data/AffectNet-8Labels/train_set/images/181512.jpg,181512.jpg,affectnet-181512.jpg,,,jpg,cauca,1.0,0.8217450000000001,-0.0842815,Happy,,,,,,,jpg,train
6590,affectnet,vis,data/AffectNet-8Labels/train_set/images/376251.jpg,376251.jpg,affectnet-376251.jpg,,,jpg,cauca,1.0,0.772201,0.337838,Happy,,,,,,,jpg,train
6591,affectnet,vis,data/AffectNet-8Labels/train_set/images/213105.jpg,213105.jpg,affectnet-213105.jpg,,,jpg,cauca,0.0,0.00483933,-0.014518,Neutral,,,,,,,jpg,train
6592,affectnet,vis,data/AffectNet-8Labels/train_set/images/125831.jpg,125831.jpg,affectnet-125831.jpg,,,jpg,cauca,6.0,-0.595238,0.3174599999999999,Anger,,,,,,,jpg,test
6593,affectnet,vis,data/AffectNet-8Labels/train_set/images/125164.jpg,125164.jpg,affectnet-125164.jpg,,,jpg,cauca,1.0,0.827526,0.135501,Happy,,,,,,,jpg,train
6594,affectnet,vis,data/AffectNet-8Labels/train_set/images/324340.jpg,324340.jpg,affectnet-324340.jpg,,,jpg,cauca,6.0,-0.563492,0.3095239999999999,Anger,,,,,,,jpg,train
6595,affectnet,vis,data/AffectNet-8Labels/train_set/images/255426.jpg,255426.jpg,affectnet-255426.jpg,,,jpg,cauca,0.0,-0.00793651,0.00793651,Neutral,,,,,,,jpg,train
6596,affectnet,vis,data/AffectNet-8Labels/train_set/images/358773.jpg,358773.jpg,affectnet-358773.jpg,,,jpg,cauca,5.0,-0.920635,0.3730159999999999,Disgust,,,,,,,jpg,train
6597,affectnet,vis,data/AffectNet-8Labels/train_set/images/245555.jpg,245555.jpg,affectnet-245555.jpg,,,jpg,cauca,1.0,0.851723,0.140341,Happy,,,,,,,jpg,train
6598,affectnet,vis,data/AffectNet-8Labels/train_set/images/337880.jpg,337880.jpg,affectnet-337880.jpg,,,jpg,cauca,1.0,0.523809,0.00793651,Happy,,,,,,,jpg,train
6599,affectnet,vis,data/AffectNet-8Labels/train_set/images/414795.jpg,414795.jpg,affectnet-414795.jpg,,,jpg,cauca,2.0,-0.833333,-0.380952,Sad,,,,,,,jpg,train
6600,affectnet,vis,data/AffectNet-8Labels/train_set/images/362560.jpg,362560.jpg,affectnet-362560.jpg,,,jpg,cauca,1.0,0.516224,0.126422,Happy,,,,,,,jpg,train
6601,affectnet,vis,data/AffectNet-8Labels/train_set/images/102288.jpg,102288.jpg,affectnet-102288.jpg,,,jpg,cauca,3.0,0.300039,0.672667,Surprise,,,,,,,jpg,train
6602,affectnet,vis,data/AffectNet-8Labels/train_set/images/126982.jpg,126982.jpg,affectnet-126982.jpg,,,jpg,cauca,2.0,-0.737463,-0.28445,Sad,,,,,,,jpg,train
6603,affectnet,vis,data/AffectNet-8Labels/train_set/images/119454.jpg,119454.jpg,affectnet-119454.jpg,,,jpg,cauca,4.0,-0.119048,0.666667,Fear,,,,,,,jpg,train
6604,affectnet,vis,data/AffectNet-8Labels/train_set/images/408253.jpg,408253.jpg,affectnet-408253.jpg,,,jpg,cauca,1.0,0.803329,0.111305,Happy,,,,,,,jpg,train
6605,affectnet,vis,data/AffectNet-8Labels/train_set/images/161993.jpg,161993.jpg,affectnet-161993.jpg,,,jpg,cauca,0.0,0.0,-0.0191395,Neutral,,,,,,,jpg,train
6606,affectnet,vis,data/AffectNet-8Labels/train_set/images/218217.jpg,218217.jpg,affectnet-218217.jpg,,,jpg,cauca,1.0,0.539683,0.00793651,Happy,,,,,,,jpg,train
6607,affectnet,vis,data/AffectNet-8Labels/train_set/images/172032.jpg,172032.jpg,affectnet-172032.jpg,,,jpg,cauca,0.0,0.00967867,0.0,Neutral,,,,,,,jpg,train
6608,affectnet,vis,data/AffectNet-8Labels/train_set/images/56924.jpg,56924.jpg,affectnet-56924.jpg,,,jpg,cauca,1.0,0.571429,0.00793651,Happy,,,,,,,jpg,test
6609,affectnet,vis,data/AffectNet-8Labels/train_set/images/125515.jpg,125515.jpg,affectnet-125515.jpg,,,jpg,cauca,1.0,0.7460319999999999,0.1111109999999999,Happy,,,,,,,jpg,train
6610,affectnet,vis,data/AffectNet-8Labels/train_set/images/271673.jpg,271673.jpg,affectnet-271673.jpg,,,jpg,cauca,1.0,0.769454,0.0774293,Happy,,,,,,,jpg,train
6611,affectnet,vis,data/AffectNet-8Labels/train_set/images/117163.jpg,117163.jpg,affectnet-117163.jpg,,,jpg,cauca,2.0,-0.2063489999999999,-0.2539679999999999,Sad,,,,,,,jpg,train
6612,affectnet,vis,data/AffectNet-8Labels/train_set/images/182022.jpg,182022.jpg,affectnet-182022.jpg,,,jpg,cauca,6.0,-0.6000770000000001,0.0919473,Anger,,,,,,,jpg,train
6613,affectnet,vis,data/AffectNet-8Labels/train_set/images/343101.jpg,343101.jpg,affectnet-343101.jpg,,,jpg,cauca,3.0,0.324235,0.5516840000000001,Surprise,,,,,,,jpg,train
6614,affectnet,vis,data/AffectNet-8Labels/train_set/images/353667.jpg,353667.jpg,affectnet-353667.jpg,,,png,cauca,1.0,0.5031180000000001,0.155896,Happy,,,,,,,jpg,test
6615,affectnet,vis,data/AffectNet-8Labels/train_set/images/60777.jpg,60777.jpg,affectnet-60777.jpg,,,jpg,cauca,6.0,-0.591997,0.745398,Anger,,,,,,,jpg,train
6616,affectnet,vis,data/AffectNet-8Labels/train_set/images/231489.jpg,231489.jpg,affectnet-231489.jpg,,,jpg,cauca,6.0,-0.495154,0.726928,Anger,,,,,,,jpg,train
6617,affectnet,vis,data/AffectNet-8Labels/train_set/images/378163.jpg,378163.jpg,affectnet-378163.jpg,,,jpg,cauca,1.0,0.740587,-0.179956,Happy,,,,,,,jpg,train
6618,affectnet,vis,data/AffectNet-8Labels/train_set/images/174822.jpg,174822.jpg,affectnet-174822.jpg,,,jpg,cauca,6.0,-0.277778,0.674603,Anger,,,,,,,jpg,test
6619,affectnet,vis,data/AffectNet-8Labels/train_set/images/239615.jpg,239615.jpg,affectnet-239615.jpg,,,jpg,cauca,0.0,0.00967867,0.0,Neutral,,,,,,,jpg,train
6620,affectnet,vis,data/AffectNet-8Labels/train_set/images/311714.jpg,311714.jpg,affectnet-311714.jpg,,,jpg,cauca,1.0,0.927549,0.175285,Happy,,,,,,,jpg,train
6621,affectnet,vis,data/AffectNet-8Labels/train_set/images/238719.jpg,238719.jpg,affectnet-238719.jpg,,,jpg,cauca,0.0,-0.4161399999999999,0.142225,Neutral,,,,,,,jpg,train
6622,affectnet,vis,data/AffectNet-8Labels/train_set/images/58071.jpg,58071.jpg,affectnet-58071.jpg,,,jpg,cauca,2.0,-0.769407,-0.3215429999999999,Sad,,,,,,,jpg,train
6623,affectnet,vis,data/AffectNet-8Labels/train_set/images/119663.jpg,119663.jpg,affectnet-119663.jpg,,,jpg,cauca,7.0,-0.6531819999999999,0.6742520000000001,Contempt,,,,,,,jpg,train
6624,affectnet,vis,data/AffectNet-8Labels/train_set/images/15960.jpg,15960.jpg,affectnet-15960.jpg,,,jpg,cauca,0.0,-0.136957,-0.384534,Neutral,,,,,,,jpg,test
6625,affectnet,vis,data/AffectNet-8Labels/train_set/images/261427.jpg,261427.jpg,affectnet-261427.jpg,,,jpg,cauca,1.0,0.782028,0.37358,Happy,,,,,,,jpg,train
6626,affectnet,vis,data/AffectNet-8Labels/train_set/images/141850.jpg,141850.jpg,affectnet-141850.jpg,,,jpg,cauca,2.0,-0.833333,0.214286,Sad,,,,,,,jpg,test
6627,affectnet,vis,data/AffectNet-8Labels/train_set/images/305693.jpg,305693.jpg,affectnet-305693.jpg,,,jpg,cauca,0.0,0.0172533,0.01294,Neutral,,,,,,,jpg,train
6628,affectnet,vis,data/AffectNet-8Labels/train_set/images/346325.jpg,346325.jpg,affectnet-346325.jpg,,,jpg,cauca,2.0,-0.672878,-0.224293,Sad,,,,,,,jpg,train
6629,affectnet,vis,data/AffectNet-8Labels/train_set/images/173226.jpg,173226.jpg,affectnet-173226.jpg,,,jpg,cauca,0.0,-0.40144,0.173034,Neutral,,,,,,,jpg,train
6630,affectnet,vis,data/AffectNet-8Labels/train_set/images/68090.jpg,68090.jpg,affectnet-68090.jpg,,,jpg,cauca,1.0,0.26359,0.0259269,Happy,,,,,,,jpg,train
6631,affectnet,vis,data/AffectNet-8Labels/train_set/images/182580.jpg,182580.jpg,affectnet-182580.jpg,,,jpg,cauca,1.0,0.6507430000000001,0.0497626999999999,Happy,,,,,,,jpg,train
6632,affectnet,vis,data/AffectNet-8Labels/train_set/images/182972.jpg,182972.jpg,affectnet-182972.jpg,,,jpg,cauca,1.0,0.85335,-0.0632110999999999,Happy,,,,,,,jpg,train
6633,affectnet,vis,data/AffectNet-8Labels/train_set/images/22905.jpg,22905.jpg,affectnet-22905.jpg,,,jpg,cauca,1.0,0.6825399999999999,0.0714286,Happy,,,,,,,jpg,train
6634,affectnet,vis,data/AffectNet-8Labels/train_set/images/180808.jpg,180808.jpg,affectnet-180808.jpg,,,jpg,cauca,0.0,0.00793651,0.0,Neutral,,,,,,,jpg,train
6635,affectnet,vis,data/AffectNet-8Labels/train_set/images/270740.jpg,270740.jpg,affectnet-270740.jpg,,,jpg,cauca,1.0,0.886243,0.171958,Happy,,,,,,,jpg,train
6636,affectnet,vis,data/AffectNet-8Labels/train_set/images/155409.jpg,155409.jpg,affectnet-155409.jpg,,,jpg,cauca,6.0,-0.388889,0.809524,Anger,,,,,,,jpg,train
6637,affectnet,vis,data/AffectNet-8Labels/train_set/images/296538.jpg,296538.jpg,affectnet-296538.jpg,,,jpg,cauca,6.0,-0.3774679999999999,0.721061,Anger,,,,,,,jpg,train
6638,affectnet,vis,data/AffectNet-8Labels/train_set/images/344133.jpg,344133.jpg,affectnet-344133.jpg,,,jpg,cauca,1.0,0.904762,0.103175,Happy,,,,,,,jpg,test
6639,affectnet,vis,data/AffectNet-8Labels/train_set/images/371928.jpg,371928.jpg,affectnet-371928.jpg,,,jpg,cauca,0.0,-0.294985,-0.136957,Neutral,,,,,,,jpg,train
6640,affectnet,vis,data/AffectNet-8Labels/train_set/images/226040.jpg,226040.jpg,affectnet-226040.jpg,,,jpg,cauca,1.0,0.741891,0.168219,Happy,,,,,,,jpg,test
6641,affectnet,vis,data/AffectNet-8Labels/train_set/images/282538.jpg,282538.jpg,affectnet-282538.jpg,,,jpg,cauca,1.0,0.841097,0.15528,Happy,,,,,,,jpg,train
6642,affectnet,vis,data/AffectNet-8Labels/train_set/images/245521.jpg,245521.jpg,affectnet-245521.jpg,,,jpg,cauca,0.0,0.0690131,0.01294,Neutral,,,,,,,jpg,train
6643,affectnet,vis,data/AffectNet-8Labels/train_set/images/30109.jpg,30109.jpg,affectnet-30109.jpg,,,jpg,cauca,1.0,0.572823,0.283921,Happy,,,,,,,jpg,train
6644,affectnet,vis,data/AffectNet-8Labels/train_set/images/388009.jpg,388009.jpg,affectnet-388009.jpg,,,jpg,cauca,1.0,0.817847,-0.130662,Happy,,,,,,,jpg,train
6645,affectnet,vis,data/AffectNet-8Labels/train_set/images/263358.jpg,263358.jpg,affectnet-263358.jpg,,,jpg,cauca,0.0,0.00483933,-0.00483933,Neutral,,,,,,,jpg,train
6646,affectnet,vis,data/AffectNet-8Labels/train_set/images/278793.jpg,278793.jpg,affectnet-278793.jpg,,,jpg,cauca,1.0,0.690476,-0.333333,Happy,,,,,,,jpg,train
6647,affectnet,vis,data/AffectNet-8Labels/train_set/images/267370.jpg,267370.jpg,affectnet-267370.jpg,,,jpeg,cauca,1.0,0.859908,0.0885835,Happy,,,,,,,jpg,test
6648,affectnet,vis,data/AffectNet-8Labels/train_set/images/363006.jpg,363006.jpg,affectnet-363006.jpg,,,jpg,cauca,1.0,0.890437,0.0919473,Happy,,,,,,,jpg,train
6649,affectnet,vis,data/AffectNet-8Labels/train_set/images/194007.jpg,194007.jpg,affectnet-194007.jpg,,,jpg,cauca,1.0,0.489542,0.166889,Happy,,,,,,,jpg,test
6650,affectnet,vis,data/AffectNet-8Labels/train_set/images/388873.jpg,388873.jpg,affectnet-388873.jpg,,,png,cauca,4.0,-0.0776398,0.91011,Fear,,,,,,,jpg,train
6651,affectnet,vis,data/AffectNet-8Labels/train_set/images/299565.jpg,299565.jpg,affectnet-299565.jpg,,,jpg,cauca,0.0,0.0,-0.00793651,Neutral,,,,,,,jpg,train
6652,affectnet,vis,data/AffectNet-8Labels/train_set/images/287443.jpg,287443.jpg,affectnet-287443.jpg,,,jpg,cauca,2.0,-0.439871,-0.145278,Sad,,,,,,,jpg,train
6653,affectnet,vis,data/AffectNet-8Labels/train_set/images/356297.jpg,356297.jpg,affectnet-356297.jpg,,,png,cauca,1.0,0.493612,0.108885,Happy,,,,,,,jpg,train
6654,affectnet,vis,data/AffectNet-8Labels/train_set/images/390863.jpg,390863.jpg,affectnet-390863.jpg,,,jpg,cauca,1.0,0.842044,-0.0774293,Happy,,,,,,,jpg,train
6655,affectnet,vis,data/AffectNet-8Labels/train_set/images/390402.jpg,390402.jpg,affectnet-390402.jpg,,,jpg,cauca,6.0,-0.547619,0.396825,Anger,,,,,,,jpg,train
6656,affectnet,vis,data/AffectNet-8Labels/train_set/images/234420.jpg,234420.jpg,affectnet-234420.jpg,,,jpg,cauca,1.0,0.5564180000000001,0.0474464999999999,Happy,,,,,,,jpg,test
6657,affectnet,vis,data/AffectNet-8Labels/train_set/images/322592.jpg,322592.jpg,affectnet-322592.jpg,,,jpg,cauca,6.0,-0.705858,0.405605,Anger,,,,,,,jpg,train
6658,affectnet,vis,data/AffectNet-8Labels/train_set/images/388581.jpg,388581.jpg,affectnet-388581.jpg,,,jpg,cauca,1.0,0.836784,0.11646,Happy,,,,,,,jpg,train
6659,affectnet,vis,data/AffectNet-8Labels/train_set/images/70262.jpg,70262.jpg,affectnet-70262.jpg,,,png,cauca,0.0,0.0158729999999999,0.00793651,Neutral,,,,,,,jpg,train
6660,affectnet,vis,data/AffectNet-8Labels/train_set/images/181112.jpg,181112.jpg,affectnet-181112.jpg,,,jpg,cauca,1.0,0.97619,0.1428569999999999,Happy,,,,,,,jpg,train
6661,affectnet,vis,data/AffectNet-8Labels/train_set/images/136234.jpg,136234.jpg,affectnet-136234.jpg,,,jpg,cauca,1.0,0.5516840000000001,-0.058072,Happy,,,,,,,jpg,train
6662,affectnet,vis,data/AffectNet-8Labels/train_set/images/89389.jpg,89389.jpg,affectnet-89389.jpg,,,jpg,cauca,0.0,-0.418084,0.205499,Neutral,,,,,,,jpg,train
6663,affectnet,vis,data/AffectNet-8Labels/train_set/images/127961.jpg,127961.jpg,affectnet-127961.jpg,,,jpg,cauca,1.0,0.571429,0.0,Happy,,,,,,,jpg,train
6664,affectnet,vis,data/AffectNet-8Labels/train_set/images/78460.jpg,78460.jpg,affectnet-78460.jpg,,,jpg,cauca,1.0,0.728951,0.0992063,Happy,,,,,,,jpg,train
6665,affectnet,vis,data/AffectNet-8Labels/train_set/images/388491.jpg,388491.jpg,affectnet-388491.jpg,,,jpg,cauca,2.0,-0.435645,-0.1294,Sad,,,,,,,jpg,train
6666,affectnet,vis,data/AffectNet-8Labels/train_set/images/348474.jpg,348474.jpg,affectnet-348474.jpg,,,jpg,cauca,1.0,0.489886,0.0948166999999999,Happy,,,,,,,jpg,train
6667,affectnet,vis,data/AffectNet-8Labels/train_set/images/91058.jpg,91058.jpg,affectnet-91058.jpg,,,jpg,cauca,1.0,0.555556,0.0,Happy,,,,,,,jpg,train
6668,affectnet,vis,data/AffectNet-8Labels/train_set/images/104695.jpg,104695.jpg,affectnet-104695.jpg,,,jpg,cauca,1.0,0.512182,0.186877,Happy,,,,,,,jpg,test
6669,affectnet,vis,data/AffectNet-8Labels/train_set/images/307928.jpg,307928.jpg,affectnet-307928.jpg,,,jpg,cauca,1.0,0.8399469999999999,0.119048,Happy,,,,,,,jpg,train
6670,affectnet,vis,data/AffectNet-8Labels/train_set/images/160817.jpg,160817.jpg,affectnet-160817.jpg,,,jpg,cauca,5.0,-0.154859,0.445219,Disgust,,,,,,,jpg,train
6671,affectnet,vis,data/AffectNet-8Labels/train_set/images/251902.jpg,251902.jpg,affectnet-251902.jpg,,,jpg,cauca,2.0,-0.8412700000000001,-0.388889,Sad,,,,,,,jpg,test
6672,affectnet,vis,data/AffectNet-8Labels/train_set/images/396663.jpg,396663.jpg,affectnet-396663.jpg,,,jpg,cauca,0.0,0.0,-0.00793651,Neutral,,,,,,,jpg,train
6673,affectnet,vis,data/AffectNet-8Labels/train_set/images/22606.jpg,22606.jpg,affectnet-22606.jpg,,,jpg,cauca,0.0,-0.13169,-0.400337,Neutral,,,,,,,jpg,train
6674,affectnet,vis,data/AffectNet-8Labels/train_set/images/86136.jpg,86136.jpg,affectnet-86136.jpg,,,jpg,cauca,2.0,-0.8412700000000001,-0.3412699999999999,Sad,,,,,,,jpg,train
6675,affectnet,vis,data/AffectNet-8Labels/train_set/images/394675.jpg,394675.jpg,affectnet-394675.jpg,,,jpg,cauca,1.0,0.537295,0.105352,Happy,,,,,,,jpg,train
6676,affectnet,vis,data/AffectNet-8Labels/train_set/images/391412.jpg,391412.jpg,affectnet-391412.jpg,,,jpg,cauca,0.0,0.0317459999999999,-0.00793651,Neutral,,,,,,,jpg,train
6677,affectnet,vis,data/AffectNet-8Labels/train_set/images/241752.jpg,241752.jpg,affectnet-241752.jpg,,,jpg,cauca,0.0,0.00661376,-0.00661376,Neutral,,,,,,,jpg,train
6678,affectnet,vis,data/AffectNet-8Labels/train_set/images/252944.jpg,252944.jpg,affectnet-252944.jpg,,,jpg,cauca,4.0,-0.0677507,0.677507,Fear,,,,,,,jpg,train
6679,affectnet,vis,data/AffectNet-8Labels/train_set/images/170112.jpg,170112.jpg,affectnet-170112.jpg,,,jpg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
6680,affectnet,vis,data/AffectNet-8Labels/train_set/images/44700.jpg,44700.jpg,affectnet-44700.jpg,,,jpg,cauca,0.0,-0.00376733,0.00376733,Neutral,,,,,,,jpg,train
6681,affectnet,vis,data/AffectNet-8Labels/train_set/images/270922.jpg,270922.jpg,affectnet-270922.jpg,,,jpg,cauca,0.0,-0.00661376,-0.00661376,Neutral,,,,,,,jpg,train
6682,affectnet,vis,data/AffectNet-8Labels/train_set/images/223400.jpg,223400.jpg,affectnet-223400.jpg,,,jpg,cauca,0.0,0.0158729999999999,0.0,Neutral,,,,,,,jpg,train
6683,affectnet,vis,data/AffectNet-8Labels/train_set/images/382466.jpg,382466.jpg,affectnet-382466.jpg,,,jpg,cauca,2.0,-0.8293200000000001,-0.300963,Sad,,,,,,,jpg,train
6684,affectnet,vis,data/AffectNet-8Labels/train_set/images/137048.jpg,137048.jpg,affectnet-137048.jpg,,,jpg,cauca,3.0,0.3910639999999999,0.8620690000000001,Surprise,,,,,,,jpg,train
6685,affectnet,vis,data/AffectNet-8Labels/train_set/images/296375.jpg,296375.jpg,affectnet-296375.jpg,,,jpg,cauca,6.0,-0.329075,0.6000770000000001,Anger,,,,,,,jpg,train
6686,affectnet,vis,data/AffectNet-8Labels/train_set/images/75010.jpg,75010.jpg,affectnet-75010.jpg,,,jpg,cauca,0.0,-0.389802,0.184366,Neutral,,,,,,,jpg,train
6687,affectnet,vis,data/AffectNet-8Labels/train_set/images/294936.jpg,294936.jpg,affectnet-294936.jpg,,,jpg,cauca,0.0,0.0158729999999999,-0.0158729999999999,Neutral,,,,,,,jpg,train
6688,affectnet,vis,data/AffectNet-8Labels/train_set/images/322241.jpg,322241.jpg,affectnet-322241.jpg,,,jpg,cauca,1.0,0.815217,0.107833,Happy,,,,,,,jpg,train
6689,affectnet,vis,data/AffectNet-8Labels/train_set/images/2095.jpg,2095.jpg,affectnet-2095.jpg,,,jpg,cauca,1.0,0.952381,0.214286,Happy,,,,,,,jpg,train
6690,affectnet,vis,data/AffectNet-8Labels/train_set/images/20507.jpg,20507.jpg,affectnet-20507.jpg,,,jpg,cauca,0.0,-0.426645,-0.2133219999999999,Neutral,,,,,,,jpg,train
6691,affectnet,vis,data/AffectNet-8Labels/train_set/images/130872.jpg,130872.jpg,affectnet-130872.jpg,,,jpg,cauca,1.0,0.936508,0.166667,Happy,,,,,,,jpg,train
6692,affectnet,vis,data/AffectNet-8Labels/train_set/images/48326.jpg,48326.jpg,affectnet-48326.jpg,,,jpg,cauca,2.0,-0.5,0.0,Sad,,,,,,,jpg,train
